"album_name","track_name","line","lyric"
"Taylor Swift","Our Song",20,"Had gone all wrong or been trampled on"
"Taylor Swift","Our Song",21,"And lost and thrown away"
"Taylor Swift","Our Song",22,"Got to the hallway, well on my way"
"Taylor Swift","Our Song",23,"To my lovin' bed"
"Taylor Swift","Our Song",24,"I almost didn't notice all the roses"
"Taylor Swift","Our Song",25,"And the note that said"
"Taylor Swift","Our Song",26,"Our song is the slamming screen door"
"Taylor Swift","Our Song",27,"Sneakin' out late, tapping on your window"
"Taylor Swift","Our Song",28,"When we're on the phone and you talk real slow"
"Taylor Swift","Our Song",29,"'Cause it's late and your mama don't know"
"Taylor Swift","Our Song",30,"Our song is the way you laugh"
"Taylor Swift","Our Song",31,"The first date: ""Man, I didn't kiss her, and I should have"""
"Taylor Swift","Our Song",32,"And when I got home 'fore I said amen"
"Taylor Swift","Our Song",33,"Asking God if he could play it again"
"Taylor Swift","Our Song",34,"Da-da-da-da"
"Taylor Swift","Our Song",35,"I've heard every album, listened to the radio"
"Taylor Swift","Our Song",36,"Waited for somethin' to come along"
"Taylor Swift","Our Song",37,"That was as good as our song"
"Taylor Swift","Our Song",38,"'Cause our song is the slamming screen door"
"Taylor Swift","Our Song",39,"Sneakin' out late, tappin' on his window"
"Taylor Swift","Our Song",40,"When we're on the phone and he talks real slow"
"Taylor Swift","Our Song",41,"'Cause it's late and his mama don't know"
"Taylor Swift","Our Song",42,"Our song is the way he laughs"
"Taylor Swift","Our Song",43,"The first date: ""Man, I didn't kiss him, and I should have"""
"Taylor Swift","Our Song",44,"And when I got home 'fore I said amen"
"Taylor Swift","Our Song",45,"Asking God if he could play it again"
"Taylor Swift","Our Song",46,"Play it again, oh, yeah"
"Taylor Swift","Our Song",47,"Oh, oh, yeah"
"Taylor Swift","Our Song",48,"I was ridin' shotgun with my hair undone"
"Taylor Swift","Our Song",49,"In the front seat of his car"
"Taylor Swift","Our Song",50,"I grabbed a pen and an old napkin"
"Taylor Swift","Our Song",51,"And I wrote down our song"
"Taylor Swift","I'm Only Me When I'm With You",1,"Friday night beneath the stars"
"Taylor Swift","I'm Only Me When I'm With You",2,"In a field behind your yard"
"Taylor Swift","I'm Only Me When I'm With You",3,"You and I are painting pictures in the sky"
"Taylor Swift","I'm Only Me When I'm With You",4,"And sometimes we don't say a thing"
"Taylor Swift","I'm Only Me When I'm With You",5,"Just listen to the crickets sing"
"Taylor Swift","I'm Only Me When I'm With You",6,"Everything I need is right here by my side"
"Taylor Swift","I'm Only Me When I'm With You",7,"And I know everything about you"
"Taylor Swift","I'm Only Me When I'm With You",8,"I don't wanna live without you"
"Taylor Swift","I'm Only Me When I'm With You",9,"I'm only up when you're not down"
"Taylor Swift","I'm Only Me When I'm With You",10,"Don't wanna fly if you're still on the ground"
"Taylor Swift","I'm Only Me When I'm With You",11,"It's like no matter what I do"
"Taylor Swift","I'm Only Me When I'm With You",12,"Well, you drive me crazy half the time"
"Taylor Swift","I'm Only Me When I'm With You",13,"The other half, I'm only tryna"
"Taylor Swift","I'm Only Me When I'm With You",14,"Let you know that what I feel is true"
"Taylor Swift","I'm Only Me When I'm With You",15,"And I'm only me when I'm with you"
"Taylor Swift","I'm Only Me When I'm With You",16,"Just a small-town boy and girl"
"Taylor Swift","I'm Only Me When I'm With You",17,"Living in a crazy world"
"Taylor Swift","I'm Only Me When I'm With You",18,"Tryna figure out what is and isn't true"
"Taylor Swift","I'm Only Me When I'm With You",19,"And I don't try to hide my tears"
"Taylor Swift","I'm Only Me When I'm With You",20,"My secrets or my deepest fears"
"Taylor Swift","I'm Only Me When I'm With You",21,"Through it all nobody gets me like you do"
"Taylor Swift","I'm Only Me When I'm With You",22,"And you know everything about me"
"Taylor Swift","I'm Only Me When I'm With You",23,"You say that you can't live without me"
"Taylor Swift","I'm Only Me When I'm With You",24,"I'm only up when you're not down"
"Taylor Swift","I'm Only Me When I'm With You",25,"Don't wanna fly if you're still on the ground"
"Taylor Swift","I'm Only Me When I'm With You",26,"It's like no matter what I do"
"Taylor Swift","I'm Only Me When I'm With You",27,"Well, you drive me crazy half the time"
"Taylor Swift","I'm Only Me When I'm With You",28,"The other half, I'm only tryna"
"Taylor Swift","I'm Only Me When I'm With You",29,"Let you know that what I feel is true"
"Taylor Swift","I'm Only Me When I'm With You",30,"And I'm only me when I'm with you"
"Taylor Swift","I'm Only Me When I'm With You",31,"When I'm with anybody else"
"Taylor Swift","I'm Only Me When I'm With You",32,"It's so hard to be myself"
"Taylor Swift","I'm Only Me When I'm With You",33,"And only you can tell"
"Taylor Swift","I'm Only Me When I'm With You",34,"That I'm only up when you're not down"
"Taylor Swift","I'm Only Me When I'm With You",35,"Don't wanna fly if you're still on the ground"
"Taylor Swift","I'm Only Me When I'm With You",36,"It's like no matter what I do"
"Taylor Swift","I'm Only Me When I'm With You",37,"Well, you drive me crazy half the time"
"Taylor Swift","I'm Only Me When I'm With You",38,"The other half, I'm only tryna"
"Taylor Swift","I'm Only Me When I'm With You",39,"Let you know that what I feel is true"
"Taylor Swift","I'm Only Me When I'm With You",40,"And I'm only me, who I wanna be"
"Taylor Swift","I'm Only Me When I'm With You",41,"Well, I'm only me when I'm with you"
"Taylor Swift","I'm Only Me When I'm With You",42,"With you"
"Taylor Swift","I'm Only Me When I'm With You",43,"Uh-huh, yeah"
"Taylor Swift","Invisible",1,"She can't see the way your eyes"
"Taylor Swift","Invisible",2,"Light up when you smile"
"Taylor Swift","Invisible",3,"She'll never notice how you stop and stare"
"Taylor Swift","Invisible",4,"Whenever she walks by"
"Taylor Swift","Invisible",5,"And you can't see me wanting you the way you want her"
"Taylor Swift","Invisible",6,"But you are everything to me"
"Taylor Swift","Invisible",7,"And I just wanna show you"
"Taylor Swift","Invisible",8,"She don't even know you"
"Taylor Swift","Invisible",9,"She's never gonna love you like I want to"
"Taylor Swift","Invisible",10,"And you just see right through me"
"Taylor Swift","Invisible",11,"But if you only knew me"
"Taylor Swift","Invisible",12,"We could be a beautiful"
"Taylor Swift","Invisible",13,"Miracle"
"Taylor Swift","Invisible",14,"Unbelievable"
"Taylor Swift","Invisible",15,"Instead of just invisible"
"Taylor Swift","Invisible",16,"Oh, yeah"
"Taylor Swift","Invisible",17,"There's a fire inside of you"
"Taylor Swift","Invisible",18,"That can't help but shine through"
"Taylor Swift","Invisible",19,"She's never gonna see the light"
"Taylor Swift","Invisible",20,"No matter what you do"
"Taylor Swift","Invisible",21,"And all I think about is how to make you think of me"
"Taylor Swift","Invisible",22,"And everything that we could be"
"Taylor Swift","Invisible",23,"I just wanna show you"
"Taylor Swift","Invisible",24,"She don't even know you"
"Taylor Swift","Invisible",25,"She's never gonna love you like I want to"
"Taylor Swift","Invisible",26,"And you just see right through me"
"Taylor Swift","Invisible",27,"If you only knew me"
"Taylor Swift","Invisible",28,"We could be a beautiful"
"Taylor Swift","Invisible",29,"Miracle"
"Taylor Swift","Invisible",30,"Unbelievable"
"Taylor Swift","Invisible",31,"Instead of just invisible"
"Taylor Swift","Invisible",32,"Like shadows in a faded light"
"Taylor Swift","Invisible",33,"Oh, we're invisible"
"Taylor Swift","Invisible",34,"I just wanna open your eyes"
"Taylor Swift","Invisible",35,"And make you realize"
"Taylor Swift","Invisible",36,"I just wanna show you"
"Taylor Swift","Invisible",37,"She don't even know you"
"Taylor Swift","Invisible",38,"Baby, let me love you"
"Taylor Swift","Invisible",39,"Let me want you"
"Taylor Swift","Invisible",40,"You just see right through me"
"Taylor Swift","Invisible",41,"But if you only knew me"
"Taylor Swift","Invisible",42,"We could be a beautiful"
"Taylor Swift","Invisible",43,"Miracle"
"Taylor Swift","Invisible",44,"Unbelievable"
"Taylor Swift","Invisible",45,"Instead of just invisible"
"Taylor Swift","Invisible",46,"Oh, yeah"
"Taylor Swift","Invisible",47,"She can't see the way your eyes"
"Taylor Swift","Invisible",48,"Light up when you smile"
"Taylor Swift","A Perfectly Good Heart",1,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","A Perfectly Good Heart",2,"Why would you wanna take our love and tear it all apart, now?"
"Taylor Swift","A Perfectly Good Heart",3,"Why would you wanna make the very first scar?"
"Taylor Swift","A Perfectly Good Heart",4,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","A Perfectly Good Heart",5,"Maybe I should've seen the signs"
"Taylor Swift","A Perfectly Good Heart",6,"Should've read the writing on the wall"
"Taylor Swift","A Perfectly Good Heart",7,"And realized by the distance in your eyes that I would be the one to fall"
"Taylor Swift","A Perfectly Good Heart",8,"No matter what you say, I still can't believe"
"Taylor Swift","A Perfectly Good Heart",9,"That you would walk away"
"Taylor Swift","A Perfectly Good Heart",10,"It don't make sense to me, but"
"Taylor Swift","A Perfectly Good Heart",11,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","A Perfectly Good Heart",12,"Why would you wanna take our love and tear it all apart, now?"
"Taylor Swift","A Perfectly Good Heart",13,"Why would you wanna make the very first scar?"
"Taylor Swift","A Perfectly Good Heart",14,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","A Perfectly Good Heart",15,"It's not unbroken anymore"
"Taylor Swift","A Perfectly Good Heart",16,"How do I get it back the way it was before?"
"Taylor Swift","A Perfectly Good Heart",17,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","A Perfectly Good Heart",18,"Why would you wanna take our love and tear it all apart, now?"
"Taylor Swift","A Perfectly Good Heart",19,"Why would you wanna make the very first scar?"
"Taylor Swift","A Perfectly Good Heart",20,"Why would you wanna break? Why would you wanna break it?"
"Taylor Swift","A Perfectly Good Heart",21,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","A Perfectly Good Heart",22,"Why would you wanna take our love and tear it all apart, now?"
"Taylor Swift","A Perfectly Good Heart",23,"Why would you wanna make the very first scar?"
"Taylor Swift","A Perfectly Good Heart",24,"Why would you wanna break a perfectly good heart?"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",1,"Drew looks at me"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",2,"I fake a smile so he won't see"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",3,"What I want and I need"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",4,"And everything that we should be"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",5,"I'll bet she's beautiful"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",6,"That girl he talks about"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",7,"And she's got everything"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",8,"That I have to live without"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",9,"Drew talks to me"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",10,"I laugh 'cause it's just so funny"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",11,"But I can't even see"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",12,"Anyone when he's with me"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",13,"He says he's so in love"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",14,"He's finally got it right"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",15,"I wonder if he knows"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",16,"He's all I think about at night"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",17,"He's the reason for the teardrops on my guitar"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",18,"The only thing that keeps me wishing on a wishing star"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",19,"He's the song in the car I keep singing"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",20,"Don't know why I do"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",21,"Drew walks by me"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",22,"Can he tell that I can't breathe?"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",23,"And there he goes, so perfectly"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",24,"The kind of flawless I wish I could be"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",25,"She better hold him tight"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",26,"Give him all her love"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",27,"Look in those beautiful eyes"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",28,"And know she's lucky 'cause"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",29,"He's the reason for the teardrops on my guitar"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",30,"The only thing that keeps me wishing on a wishing star"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",31,"He's the song in the car I keep singing"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",32,"Don't know why I do"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",33,"So I drive home alone"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",34,"As I turn out the light"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",35,"I'll put his picture down"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",36,"And maybe get some sleep tonight"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",37,"'Cause he's the reason for the teardrops on my guitar"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",38,"The only one who's got enough of me to break my heart"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",39,"He's the song in the car I keep singing"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",40,"Don't know why I do"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",41,"He's the time taken up, but there's never enough"
"Taylor Swift","Teardrops On My Guitar (Pop Version)",42,"And he's all that I need to fall into"
